user_id,email,mobile,password,role,name,is_active
156,farmer65@krishi.com,9965520292,Farmer@123,FARMER,Ankush Kadam,True
157,farmer66@krishi.com,9894432601,Farmer@123,FARMER,Rohini Wagh,True
158,farmer67@krishi.com,9314660300,Farmer@123,FARMER,Sunita Kadam,True
159,farmer68@krishi.com,9481782371,Farmer@123,FARMER,Arif Patil,True
160,farmer69@krishi.com,9129997207,Farmer@123,FARMER,Rohini Shaikh,True
161,farmer70@krishi.com,9607063907,Farmer@123,FARMER,Shriram Wagh,True
162,farmer71@krishi.com,9843589769,Farmer@123,FARMER,Sunita Shaikh,True
163,farmer72@krishi.com,9580207058,Farmer@123,FARMER,Rohini Jadhav,True
164,farmer73@krishi.com,9475293875,Farmer@123,FARMER,Shriram Patil,True
165,farmer74@krishi.com,9336719616,Farmer@123,FARMER,Mahadevi Wagh,True
166,farmer75@krishi.com,9604744541,Farmer@123,FARMER,Ankush Shaikh,True
167,farmer76@krishi.com,9319444228,Farmer@123,FARMER,Avinash Pawar,True
168,farmer77@krishi.com,9755263987,Farmer@123,FARMER,Rohini Patil,True
169,farmer78@krishi.com,9614830670,Farmer@123,FARMER,Arif Shaikh,True
170,farmer79@krishi.com,9958610934,Farmer@123,FARMER,Arif Patil,True
171,farmer80@krishi.com,9996197331,Farmer@123,FARMER,Arif Patil,True
172,farmer81@krishi.com,9517187073,Farmer@123,FARMER,Rohini Jadhav,True
173,farmer82@krishi.com,9905457188,Farmer@123,FARMER,Ankush Kadam,True
174,farmer83@krishi.com,9291686239,Farmer@123,FARMER,Avinash Jadhav,True
175,farmer84@krishi.com,9457037630,Farmer@123,FARMER,Mahadevi Jadhav,True
176,farmer85@krishi.com,9525028351,Farmer@123,FARMER,Avinash Kadam,True
177,farmer86@krishi.com,9898168889,Farmer@123,FARMER,Mahadevi Jadhav,True
178,farmer87@krishi.com,9270570388,Farmer@123,FARMER,Ankush Wagh,True
179,farmer88@krishi.com,9129580354,Farmer@123,FARMER,Ankush Pawar,True
180,farmer89@krishi.com,9599669927,Farmer@123,FARMER,Rohini Jadhav,True
181,farmer90@krishi.com,9256953470,Farmer@123,FARMER,Sunita Pawar,True
182,farmer91@krishi.com,9609336875,Farmer@123,FARMER,Arif Shaikh,True
183,farmer92@krishi.com,9267409691,Farmer@123,FARMER,Sunita Pawar,True
184,farmer93@krishi.com,9240642847,Farmer@123,FARMER,Mahadevi Patil,True
185,farmer94@krishi.com,9958303050,Farmer@123,FARMER,Arif Jadhav,True
186,farmer95@krishi.com,9210350654,Farmer@123,FARMER,Sunita Jadhav,True
187,farmer96@krishi.com,9249519330,Farmer@123,FARMER,Avinash Wagh,True
188,farmer97@krishi.com,9987077445,Farmer@123,FARMER,Rohini Wagh,True
189,farmer98@krishi.com,9130058036,Farmer@123,FARMER,Shriram Wagh,True
190,farmer99@krishi.com,9414570548,Farmer@123,FARMER,Sunita Wagh,True
191,farmer100@krishi.com,9919994920,Farmer@123,FARMER,Sunita Shaikh,True
192,farmer101@krishi.com,9378490828,Farmer@123,FARMER,Sunita Kadam,True
193,farmer102@krishi.com,9995710061,Farmer@123,FARMER,Ankush Patil,True
194,farmer103@krishi.com,9894485254,Farmer@123,FARMER,Shriram Kadam,True
195,farmer104@krishi.com,9811326932,Farmer@123,FARMER,Sunita Pawar,True
196,farmer105@krishi.com,9551646166,Farmer@123,FARMER,Rohini Pawar,True
197,farmer106@krishi.com,9240405983,Farmer@123,FARMER,Sunita Wagh,True
198,farmer107@krishi.com,9662110918,Farmer@123,FARMER,Sunita Patil,True
199,farmer108@krishi.com,9572580523,Farmer@123,FARMER,Rohini Wagh,True
200,farmer109@krishi.com,9753430573,Farmer@123,FARMER,Mahadevi Wagh,True
201,farmer110@krishi.com,9285055879,Farmer@123,FARMER,Ankush Kadam,True
202,farmer111@krishi.com,9764754893,Farmer@123,FARMER,Arif Patil,True
203,farmer112@krishi.com,9697511159,Farmer@123,FARMER,Mahadevi Shaikh,True
204,farmer113@krishi.com,9832647724,Farmer@123,FARMER,Sunita Pawar,True
205,farmer114@krishi.com,9696401168,Farmer@123,FARMER,Avinash Patil,True
206,farmer115@krishi.com,9701613399,Farmer@123,FARMER,Mahadevi Wagh,True
207,farmer116@krishi.com,9305413398,Farmer@123,FARMER,Shriram Patil,True
208,farmer117@krishi.com,9929209046,Farmer@123,FARMER,Mahadevi Pawar,True
209,farmer118@krishi.com,9585520203,Farmer@123,FARMER,Sunita Patil,True
210,farmer119@krishi.com,9916036417,Farmer@123,FARMER,Mahadevi Kadam,True
211,farmer120@krishi.com,9449624976,Farmer@123,FARMER,Sunita Pawar,True
212,farmer121@krishi.com,9750835376,Farmer@123,FARMER,Sunita Wagh,True
213,farmer122@krishi.com,9843814251,Farmer@123,FARMER,Shriram Kadam,True
214,farmer123@krishi.com,9645628515,Farmer@123,FARMER,Sunita Kadam,True
215,farmer124@krishi.com,9645194407,Farmer@123,FARMER,Ankush Jadhav,True
216,farmer125@krishi.com,9661792086,Farmer@123,FARMER,Shriram Pawar,True
217,farmer126@krishi.com,9317527775,Farmer@123,FARMER,Rohini Kadam,True
218,farmer127@krishi.com,9247246981,Farmer@123,FARMER,Avinash Patil,True
219,farmer128@krishi.com,9521298041,Farmer@123,FARMER,Avinash Shaikh,True
220,farmer129@krishi.com,9177895777,Farmer@123,FARMER,Arif Wagh,True
221,farmer130@krishi.com,9559925153,Farmer@123,FARMER,Mahadevi Wagh,True
222,farmer131@krishi.com,9818840243,Farmer@123,FARMER,Shriram Patil,True
223,farmer132@krishi.com,9934225020,Farmer@123,FARMER,Ankush Jadhav,True
224,farmer133@krishi.com,9790907761,Farmer@123,FARMER,Arif Shaikh,True
225,farmer134@krishi.com,9253522529,Farmer@123,FARMER,Shriram Wagh,True
226,farmer135@krishi.com,9602227527,Farmer@123,FARMER,Ankush Jadhav,True
227,farmer136@krishi.com,9201066429,Farmer@123,FARMER,Avinash Kadam,True
228,farmer137@krishi.com,9274799977,Farmer@123,FARMER,Arif Wagh,True
229,farmer138@krishi.com,9273372860,Farmer@123,FARMER,Arif Kadam,True
230,farmer139@krishi.com,9653626718,Farmer@123,FARMER,Avinash Shaikh,True
231,farmer140@krishi.com,9552342173,Farmer@123,FARMER,Ankush Shaikh,True
232,farmer141@krishi.com,9442014228,Farmer@123,FARMER,Mahadevi Jadhav,True
233,farmer142@krishi.com,9492938523,Farmer@123,FARMER,Mahadevi Shaikh,True
234,farmer143@krishi.com,9694906926,Farmer@123,FARMER,Avinash Kadam,True
235,farmer144@krishi.com,9855003041,Farmer@123,FARMER,Mahadevi Kadam,True
236,farmer145@krishi.com,9455943145,Farmer@123,FARMER,Sunita Pawar,True
237,farmer146@krishi.com,9417241432,Farmer@123,FARMER,Sunita Patil,True
238,farmer147@krishi.com,9221171715,Farmer@123,FARMER,Rohini Wagh,True
239,farmer148@krishi.com,9212506236,Farmer@123,FARMER,Mahadevi Shaikh,True
240,farmer149@krishi.com,9391972375,Farmer@123,FARMER,Mahadevi Wagh,True
241,farmer150@krishi.com,9390389284,Farmer@123,FARMER,Rohini Wagh,True
242,farmer151@krishi.com,9980229140,Farmer@123,FARMER,Avinash Jadhav,True
243,farmer152@krishi.com,9979371981,Farmer@123,FARMER,Shriram Kadam,True
244,farmer153@krishi.com,9260382615,Farmer@123,FARMER,Sunita Pawar,True
245,farmer154@krishi.com,9712671635,Farmer@123,FARMER,Avinash Jadhav,True
246,farmer155@krishi.com,9451165661,Farmer@123,FARMER,Mahadevi Shaikh,True
247,farmer156@krishi.com,9161768618,Farmer@123,FARMER,Rohini Jadhav,True
248,farmer157@krishi.com,9296864158,Farmer@123,FARMER,Avinash Patil,True
249,farmer158@krishi.com,9388754324,Farmer@123,FARMER,Mahadevi Jadhav,True
250,farmer159@krishi.com,9195096932,Farmer@123,FARMER,Rohini Shaikh,True
251,farmer160@krishi.com,9189917850,Farmer@123,FARMER,Sunita Wagh,True
252,farmer161@krishi.com,9171535405,Farmer@123,FARMER,Shriram Patil,True
253,farmer162@krishi.com,9587235608,Farmer@123,FARMER,Mahadevi Shaikh,True
254,farmer163@krishi.com,9693848076,Farmer@123,FARMER,Avinash Shaikh,True
255,farmer164@krishi.com,9767549003,Farmer@123,FARMER,Ankush Patil,True
256,farmer165@krishi.com,9665770697,Farmer@123,FARMER,Arif Wagh,True
257,farmer166@krishi.com,9217522609,Farmer@123,FARMER,Ankush Shaikh,True
258,farmer167@krishi.com,9154094810,Farmer@123,FARMER,Ankush Wagh,True
259,farmer168@krishi.com,9434999291,Farmer@123,FARMER,Arif Shaikh,True
260,farmer169@krishi.com,9670249079,Farmer@123,FARMER,Rohini Wagh,True
261,farmer170@krishi.com,9411343078,Farmer@123,FARMER,Avinash Pawar,True
262,farmer171@krishi.com,9821723300,Farmer@123,FARMER,Ankush Shaikh,True
263,farmer172@krishi.com,9472589510,Farmer@123,FARMER,Rohini Patil,True
264,farmer173@krishi.com,9368917310,Farmer@123,FARMER,Mahadevi Patil,True
265,farmer174@krishi.com,9119793247,Farmer@123,FARMER,Arif Pawar,True
266,farmer175@krishi.com,9691684493,Farmer@123,FARMER,Ankush Pawar,True
267,farmer176@krishi.com,9609770356,Farmer@123,FARMER,Ankush Kadam,True
268,farmer177@krishi.com,9214118726,Farmer@123,FARMER,Arif Jadhav,True
269,farmer178@krishi.com,9564047144,Farmer@123,FARMER,Arif Kadam,True
270,farmer179@krishi.com,9686162372,Farmer@123,FARMER,Rohini Kadam,True
271,farmer180@krishi.com,9644049901,Farmer@123,FARMER,Shriram Jadhav,True
272,farmer181@krishi.com,9331048965,Farmer@123,FARMER,Ankush Shaikh,True
273,farmer182@krishi.com,9313271411,Farmer@123,FARMER,Rohini Jadhav,True
274,farmer183@krishi.com,9882590468,Farmer@123,FARMER,Arif Wagh,True
275,farmer184@krishi.com,9534540855,Farmer@123,FARMER,Shriram Patil,True
276,farmer185@krishi.com,9998709387,Farmer@123,FARMER,Ankush Patil,True
277,farmer186@krishi.com,9175938041,Farmer@123,FARMER,Arif Jadhav,True
278,farmer187@krishi.com,9374441836,Farmer@123,FARMER,Avinash Wagh,True
279,farmer188@krishi.com,9159486466,Farmer@123,FARMER,Mahadevi Jadhav,True
280,farmer189@krishi.com,9508968703,Farmer@123,FARMER,Rohini Pawar,True
281,farmer190@krishi.com,9819990380,Farmer@123,FARMER,Shriram Pawar,True
282,farmer191@krishi.com,9360074153,Farmer@123,FARMER,Arif Shaikh,True
283,farmer192@krishi.com,9148573390,Farmer@123,FARMER,Avinash Wagh,True
284,farmer193@krishi.com,9269149705,Farmer@123,FARMER,Shriram Kadam,True
285,farmer194@krishi.com,9103889856,Farmer@123,FARMER,Shriram Shaikh,True
286,farmer195@krishi.com,9453181781,Farmer@123,FARMER,Sunita Shaikh,True
287,farmer196@krishi.com,9362472429,Farmer@123,FARMER,Mahadevi Shaikh,True
288,farmer197@krishi.com,9333931686,Farmer@123,FARMER,Shriram Wagh,True
289,farmer198@krishi.com,9101147738,Farmer@123,FARMER,Shriram Kadam,True
290,farmer199@krishi.com,9190076802,Farmer@123,FARMER,Avinash Shaikh,True
291,farmer200@krishi.com,9639838738,Farmer@123,FARMER,Arif Wagh,True
292,farmer201@krishi.com,9366480598,Farmer@123,FARMER,Sunita Patil,True
293,farmer202@krishi.com,9197551269,Farmer@123,FARMER,Shriram Patil,True
294,farmer203@krishi.com,9254474023,Farmer@123,FARMER,Avinash Pawar,True
295,farmer204@krishi.com,9144739552,Farmer@123,FARMER,Avinash Patil,True
296,farmer205@krishi.com,9421742505,Farmer@123,FARMER,Shriram Jadhav,True
297,farmer206@krishi.com,9349977372,Farmer@123,FARMER,Mahadevi Pawar,True
298,farmer207@krishi.com,9668212944,Farmer@123,FARMER,Rohini Wagh,True
299,farmer208@krishi.com,9806032141,Farmer@123,FARMER,Arif Pawar,True
300,farmer209@krishi.com,9518240125,Farmer@123,FARMER,Rohini Shaikh,True
301,farmer210@krishi.com,9873821322,Farmer@123,FARMER,Avinash Wagh,True
302,farmer211@krishi.com,9405132275,Farmer@123,FARMER,Arif Pawar,True
303,farmer212@krishi.com,9790651629,Farmer@123,FARMER,Ankush Patil,True
304,farmer213@krishi.com,9985683607,Farmer@123,FARMER,Rohini Jadhav,True
